Model,MDO4054-3
Firmware Version,2.10

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,0.05978
Sample Interval,2e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,-4.02
,
,
,
Label,
TIME,CH1
9.5380e-02,14.92
9.5400e-02,15.08
9.5420e-02,15.32
9.5440e-02,14.92
9.5460e-02,14.84
9.5480e-02,14.92
9.5500e-02,15.16
9.5520e-02,15.08
9.5540e-02,15
9.5560e-02,14.76
9.5580e-02,14.84
9.5600e-02,15
9.5620e-02,15.16
9.5640e-02,15
9.5660e-02,14.76
9.5680e-02,14.84
9.5700e-02,15.08
9.5720e-02,15.08
9.5740e-02,14.92
9.5760e-02,14.68
9.5780e-02,15
9.5800e-02,15.08
9.5820e-02,15.08
9.5840e-02,14.92
9.5860e-02,14.68
9.5880e-02,14.76
9.5900e-02,15.08
9.5920e-02,15.16
9.5940e-02,14.92
9.5960e-02,14.76
9.5980e-02,14.92
9.6000e-02,15.16
9.6020e-02,15.16
9.6040e-02,14.92
9.6060e-02,14.68
9.6080e-02,14.92
9.6100e-02,15.16
9.6120e-02,15.08
9.6140e-02,15
9.6160e-02,14.84
9.6180e-02,14.92
9.6200e-02,15.16
9.6220e-02,15.16
9.6240e-02,14.92
9.6260e-02,14.84
9.6280e-02,14.92
9.6300e-02,15.08
9.6320e-02,15.24
9.6340e-02,15
9.6360e-02,14.84
9.6380e-02,14.84
9.6400e-02,15.08
9.6420e-02,15.24
9.6440e-02,15
9.6460e-02,14.76
9.6480e-02,14.92
9.6500e-02,15.08
9.6520e-02,15.24
9.6540e-02,15.08
9.6560e-02,14.68
9.6580e-02,14.92
9.6600e-02,15.08
9.6620e-02,15.24
9.6640e-02,14.92
9.6660e-02,14.68
9.6680e-02,14.92
9.6700e-02,15.16
9.6720e-02,15.24
9.6740e-02,15
9.6760e-02,14.84
9.6780e-02,14.92
9.6800e-02,15.08
9.6820e-02,15.16
9.6840e-02,14.92
9.6860e-02,14.84
9.6880e-02,14.84
9.6900e-02,15.24
9.6920e-02,15.24
9.6940e-02,14.84
9.6960e-02,14.84
9.6980e-02,15
9.7000e-02,15.16
9.7020e-02,15.32
9.7040e-02,15
9.7060e-02,14.84
9.7080e-02,15
9.7100e-02,15.24
9.7120e-02,15.16
9.7140e-02,14.92
9.7160e-02,14.92
9.7180e-02,14.92
9.7200e-02,15.16
9.7220e-02,15.08
9.7240e-02,15
9.7260e-02,14.76
9.7280e-02,14.84
9.7300e-02,15.16
9.7320e-02,15.24
9.7340e-02,15
9.7360e-02,14.68
9.7380e-02,14.84
9.7400e-02,15.08
9.7420e-02,15.32
9.7440e-02,14.84
9.7460e-02,14.76
9.7480e-02,14.92
9.7500e-02,15.08
9.7520e-02,15.16
9.7540e-02,14.92
9.7560e-02,14.84
9.7580e-02,14.84
9.7600e-02,15.16
9.7620e-02,15.16
9.7640e-02,14.84
9.7660e-02,14.84
9.7680e-02,14.92
9.7700e-02,15.08
9.7720e-02,15.24
9.7740e-02,14.92
9.7760e-02,14.68
9.7780e-02,14.92
9.7800e-02,15.24
9.7820e-02,15.24
9.7840e-02,15
9.7860e-02,14.68
9.7880e-02,15
9.7900e-02,15.08
9.7920e-02,15.08
9.7940e-02,14.84
9.7960e-02,14.68
9.7980e-02,14.92
9.8000e-02,15.16
9.8020e-02,15.08
9.8040e-02,14.76
9.8060e-02,14.68
9.8080e-02,14.84
9.8100e-02,15.08
9.8120e-02,15.08
9.8140e-02,14.84
9.8160e-02,14.76
9.8180e-02,15
9.8200e-02,15
9.8220e-02,15.16
9.8240e-02,14.92
9.8260e-02,14.76
9.8280e-02,14.84
9.8300e-02,15
9.8320e-02,15.08
9.8340e-02,14.92
9.8360e-02,14.76
9.8380e-02,14.84
9.8400e-02,15.08
9.8420e-02,15.16
9.8440e-02,14.92
9.8460e-02,14.68
9.8480e-02,14.84
9.8500e-02,15.08
9.8520e-02,15.16
9.8540e-02,14.92
9.8560e-02,14.76
9.8580e-02,14.76
9.8600e-02,15.16
9.8620e-02,15.16
9.8640e-02,14.92
9.8660e-02,14.6
9.8680e-02,14.76
9.8700e-02,15.08
9.8720e-02,15.16
9.8740e-02,14.84
9.8760e-02,14.68
9.8780e-02,14.92
9.8800e-02,15.16
9.8820e-02,15
9.8840e-02,14.92
9.8860e-02,14.68
9.8880e-02,14.92
9.8900e-02,15.08
9.8920e-02,15.08
9.8940e-02,14.84
9.8960e-02,14.84
9.8980e-02,14.84
9.9000e-02,15.16
9.9020e-02,15.24
9.9040e-02,14.84
9.9060e-02,14.68
9.9080e-02,14.84
9.9100e-02,15.16
9.9120e-02,15.08
9.9140e-02,14.68
9.9160e-02,14.76
9.9180e-02,15
9.9200e-02,15.08
9.9220e-02,15.16
9.9240e-02,14.92
9.9260e-02,14.68
9.9280e-02,14.76
9.9300e-02,15.16
9.9320e-02,15.24
9.9340e-02,14.84
9.9360e-02,14.84
9.9380e-02,14.84
9.9400e-02,15.16
9.9420e-02,15.16
9.9440e-02,15
9.9460e-02,14.84
9.9480e-02,14.92
9.9500e-02,15
9.9520e-02,15.16
9.9540e-02,14.92
9.9560e-02,14.68
9.9580e-02,14.92
9.9600e-02,15.16
9.9620e-02,15.16
9.9640e-02,14.92
9.9660e-02,14.84
9.9680e-02,14.92
9.9700e-02,15.16
9.9720e-02,15.08
9.9740e-02,15
9.9760e-02,14.76
9.9780e-02,14.84
9.9800e-02,15
9.9820e-02,15.24
9.9840e-02,14.92
9.9860e-02,14.76
9.9880e-02,14.84
9.9900e-02,15
9.9920e-02,15
9.9940e-02,14.84
9.9960e-02,14.84
9.9980e-02,14.84
1.0000e-01,15.08
1.0002e-01,15.08
1.0004e-01,14.84
1.0006e-01,14.76
1.0008e-01,14.84
1.0010e-01,15
1.0012e-01,15.08
1.0014e-01,15
1.0016e-01,14.76
1.0018e-01,14.84
1.0020e-01,15.08
1.0022e-01,15.08
1.0024e-01,14.92
1.0026e-01,14.84
1.0028e-01,14.84
1.0030e-01,15.24
1.0032e-01,15.16
1.0034e-01,14.84
1.0036e-01,14.84
1.0038e-01,14.84
1.0040e-01,15.08
1.0042e-01,15.08
1.0044e-01,14.92
1.0046e-01,14.76
1.0048e-01,14.84
1.0050e-01,15
1.0052e-01,15.24
1.0054e-01,15
1.0056e-01,14.76
1.0058e-01,14.92
1.0060e-01,15.16
1.0062e-01,15.24
1.0064e-01,14.92
1.0066e-01,14.84
1.0068e-01,15
1.0070e-01,15.08
1.0072e-01,15.16
1.0074e-01,15
1.0076e-01,14.84
1.0078e-01,14.84
1.0080e-01,15.16
1.0082e-01,15.16
1.0084e-01,14.92
1.0086e-01,14.68
1.0088e-01,14.92
1.0090e-01,15.16
1.0092e-01,15.24
1.0094e-01,14.84
1.0096e-01,14.84
1.0098e-01,14.92
1.0100e-01,15.08
1.0102e-01,15
1.0104e-01,14.84
1.0106e-01,14.84
1.0108e-01,14.84
1.0110e-01,15.16
1.0112e-01,15.16
1.0114e-01,14.92
1.0116e-01,14.76
1.0118e-01,14.84
1.0120e-01,15
1.0122e-01,15.08
1.0124e-01,15
1.0126e-01,14.76
1.0128e-01,14.84
1.0130e-01,15.16
1.0132e-01,15.16
1.0134e-01,14.92
1.0136e-01,14.76
1.0138e-01,14.92
1.0140e-01,15.24
1.0142e-01,15.08
1.0144e-01,14.84
1.0146e-01,14.76
1.0148e-01,14.84
1.0150e-01,15.08
1.0152e-01,15.24
1.0154e-01,15
1.0156e-01,14.76
1.0158e-01,14.92
1.0160e-01,15.16
1.0162e-01,15.24
1.0164e-01,14.92
1.0166e-01,14.76
1.0168e-01,14.84
1.0170e-01,15.16
1.0172e-01,15.24
1.0174e-01,14.92
1.0176e-01,14.84
1.0178e-01,14.92
1.0180e-01,15.16
1.0182e-01,15.08
1.0184e-01,15
1.0186e-01,14.6
1.0188e-01,14.84
1.0190e-01,15.08
1.0192e-01,15.08
1.0194e-01,14.92
1.0196e-01,14.76
1.0198e-01,14.92
1.0200e-01,15
1.0202e-01,15.24
1.0204e-01,14.92
1.0206e-01,14.92
1.0208e-01,14.92
1.0210e-01,15.16
1.0212e-01,15.24
1.0214e-01,14.92
1.0216e-01,14.84
1.0218e-01,15
1.0220e-01,15.16
1.0222e-01,15.4
1.0224e-01,15
1.0226e-01,14.84
1.0228e-01,15
1.0230e-01,15.16
1.0232e-01,15.24
1.0234e-01,14.92
1.0236e-01,14.92
1.0238e-01,14.84
1.0240e-01,15.08
1.0242e-01,15.16
1.0244e-01,14.92
1.0246e-01,14.76
1.0248e-01,14.84
1.0250e-01,15.16
1.0252e-01,15.16
1.0254e-01,14.92
1.0256e-01,14.84
1.0258e-01,15
1.0260e-01,15.08
1.0262e-01,15.24
1.0264e-01,15
1.0266e-01,14.84
1.0268e-01,15
1.0270e-01,15.16
1.0272e-01,15.16
1.0274e-01,15
1.0276e-01,14.84
1.0278e-01,14.92
1.0280e-01,15.08
1.0282e-01,15.16
1.0284e-01,14.92
1.0286e-01,14.84
1.0288e-01,14.92
1.0290e-01,15.08
1.0292e-01,15.08
1.0294e-01,14.84
1.0296e-01,14.76
1.0298e-01,14.84
1.0300e-01,15.08
1.0302e-01,15.24
1.0304e-01,15
1.0306e-01,14.68
1.0308e-01,14.84
1.0310e-01,15.08
1.0312e-01,15.08
1.0314e-01,14.92
1.0316e-01,14.84
1.0318e-01,14.92
1.0320e-01,15.08
1.0322e-01,15.16
1.0324e-01,15
1.0326e-01,14.76
1.0328e-01,15
1.0330e-01,15.16
1.0332e-01,15.08
1.0334e-01,14.92
1.0336e-01,14.76
1.0338e-01,14.92
1.0340e-01,15.16
1.0342e-01,15.16
1.0344e-01,14.92
1.0346e-01,14.84
1.0348e-01,14.84
1.0350e-01,15.16
1.0352e-01,15.08
1.0354e-01,14.84
1.0356e-01,14.76
1.0358e-01,14.84
1.0360e-01,15
1.0362e-01,15.16
1.0364e-01,14.84
1.0366e-01,14.68
1.0368e-01,14.92
1.0370e-01,15.08
1.0372e-01,15.08
1.0374e-01,14.92
1.0376e-01,14.84
1.0378e-01,14.92
1.0380e-01,15.24
1.0382e-01,15.16
1.0384e-01,14.92
1.0386e-01,14.92
1.0388e-01,14.84
1.0390e-01,15.24
1.0392e-01,15.32
1.0394e-01,14.84
1.0396e-01,14.84
1.0398e-01,15
1.0400e-01,15.16
1.0402e-01,15.08
1.0404e-01,14.92
1.0406e-01,14.76
1.0408e-01,14.84
1.0410e-01,15.24
1.0412e-01,15.24
1.0414e-01,14.92
1.0416e-01,14.76
1.0418e-01,14.92
1.0420e-01,15.08
1.0422e-01,15.24
1.0424e-01,14.92
1.0426e-01,14.76
1.0428e-01,14.84
1.0430e-01,15.24
1.0432e-01,15.16
1.0434e-01,14.84
1.0436e-01,14.76
1.0438e-01,14.92
1.0440e-01,15.08
1.0442e-01,15.08
1.0444e-01,14.92
1.0446e-01,14.68
1.0448e-01,14.84
1.0450e-01,15.16
1.0452e-01,15.08
1.0454e-01,14.84
1.0456e-01,14.84
1.0458e-01,14.84
1.0460e-01,15.16
1.0462e-01,15.16
1.0464e-01,14.92
1.0466e-01,14.84
1.0468e-01,15
1.0470e-01,15.24
1.0472e-01,15.16
1.0474e-01,15.08
1.0476e-01,14.76
1.0478e-01,15
1.0480e-01,15.08
1.0482e-01,15.16
1.0484e-01,15
1.0486e-01,14.84
1.0488e-01,14.92
1.0490e-01,15.16
1.0492e-01,15.16
1.0494e-01,14.84
1.0496e-01,14.84
1.0498e-01,15
1.0500e-01,15.16
1.0502e-01,15.24
1.0504e-01,14.92
1.0506e-01,14.84
1.0508e-01,15
1.0510e-01,15.16
1.0512e-01,15.16
1.0514e-01,14.92
1.0516e-01,14.84
1.0518e-01,14.84
1.0520e-01,15.16
1.0522e-01,15.24
1.0524e-01,14.92
1.0526e-01,14.84
1.0528e-01,15
1.0530e-01,15.24
1.0532e-01,15
1.0534e-01,15
1.0536e-01,14.84
1.0538e-01,14.84
1.0540e-01,15.16
1.0542e-01,15.08
1.0544e-01,14.92
1.0546e-01,14.76
1.0548e-01,14.92
1.0550e-01,15.08
1.0552e-01,15.24
1.0554e-01,14.84
1.0556e-01,14.84
1.0558e-01,14.84
1.0560e-01,15.24
1.0562e-01,15.16
1.0564e-01,14.76
1.0566e-01,14.76
1.0568e-01,15
1.0570e-01,15.08
1.0572e-01,15.08
1.0574e-01,15
1.0576e-01,14.76
1.0578e-01,14.92
1.0580e-01,15.08
1.0582e-01,15.08
1.0584e-01,15
1.0586e-01,14.84
1.0588e-01,14.92
1.0590e-01,15.16
1.0592e-01,15
1.0594e-01,14.84
1.0596e-01,14.84
1.0598e-01,14.92
1.0600e-01,15.16
1.0602e-01,15.16
1.0604e-01,14.92
1.0606e-01,14.76
1.0608e-01,14.84
1.0610e-01,15.32
1.0612e-01,15.16
1.0614e-01,14.92
1.0616e-01,14.76
1.0618e-01,14.92
1.0620e-01,15.16
1.0622e-01,15.08
1.0624e-01,14.84
1.0626e-01,14.84
1.0628e-01,14.84
1.0630e-01,15.08
1.0632e-01,15.16
1.0634e-01,14.84
1.0636e-01,14.68
1.0638e-01,14.92
1.0640e-01,15.16
1.0642e-01,15.16
1.0644e-01,14.84
1.0646e-01,14.84
1.0648e-01,14.92
1.0650e-01,15.16
1.0652e-01,15.08
1.0654e-01,14.92
1.0656e-01,14.76
1.0658e-01,14.92
1.0660e-01,15.16
1.0662e-01,15.08
1.0664e-01,15
1.0666e-01,14.84
1.0668e-01,14.92
1.0670e-01,15.16
1.0672e-01,15.16
1.0674e-01,14.76
1.0676e-01,14.84
1.0678e-01,14.84
1.0680e-01,15.24
1.0682e-01,15.16
1.0684e-01,14.92
1.0686e-01,14.84
1.0688e-01,14.92
1.0690e-01,15.24
1.0692e-01,15.16
1.0694e-01,15
1.0696e-01,14.84
1.0698e-01,14.92
1.0700e-01,15.16
1.0702e-01,15.16
1.0704e-01,14.76
1.0706e-01,14.76
1.0708e-01,14.84
1.0710e-01,15.16
1.0712e-01,15.16
1.0714e-01,14.84
1.0716e-01,14.76
1.0718e-01,15
1.0720e-01,15.16
1.0722e-01,15.08
1.0724e-01,14.84
1.0726e-01,14.84
1.0728e-01,15
1.0730e-01,15.16
1.0732e-01,15.24
1.0734e-01,14.92
1.0736e-01,14.92
1.0738e-01,14.84
1.0740e-01,15.16
1.0742e-01,15.08
1.0744e-01,14.84
1.0746e-01,14.68
1.0748e-01,14.92
1.0750e-01,15.16
1.0752e-01,15.08
1.0754e-01,14.92
1.0756e-01,14.76
1.0758e-01,14.92
1.0760e-01,15.24
1.0762e-01,15.16
1.0764e-01,14.84
1.0766e-01,14.76
1.0768e-01,14.76
1.0770e-01,15.16
1.0772e-01,15.08
1.0774e-01,14.92
1.0776e-01,14.84
1.0778e-01,14.92
1.0780e-01,15.16
1.0782e-01,15.16
1.0784e-01,14.92
1.0786e-01,14.76
1.0788e-01,14.92
1.0790e-01,15.08
1.0792e-01,15.08
1.0794e-01,14.84
1.0796e-01,14.68
1.0798e-01,14.84
1.0800e-01,15
1.0802e-01,15.08
1.0804e-01,14.68
1.0806e-01,14.68
1.0808e-01,14.92
1.0810e-01,15.08
1.0812e-01,15
1.0814e-01,14.84
1.0816e-01,14.76
1.0818e-01,14.92
1.0820e-01,15.16
1.0822e-01,15.16
1.0824e-01,14.76
1.0826e-01,14.76
1.0828e-01,15
1.0830e-01,15.16
1.0832e-01,15.08
1.0834e-01,14.92
1.0836e-01,14.68
1.0838e-01,14.84
1.0840e-01,15.16
1.0842e-01,15.08
1.0844e-01,14.92
1.0846e-01,14.76
1.0848e-01,14.84
1.0850e-01,15.24
1.0852e-01,15.08
1.0854e-01,14.84
1.0856e-01,14.76
1.0858e-01,14.92
1.0860e-01,15.08
1.0862e-01,15.08
1.0864e-01,14.76
1.0866e-01,14.68
1.0868e-01,15
1.0870e-01,15.08
1.0872e-01,15.08
1.0874e-01,14.84
1.0876e-01,14.6
1.0878e-01,14.92
1.0880e-01,15.08
1.0882e-01,15.08
1.0884e-01,14.84
1.0886e-01,14.68
1.0888e-01,14.84
1.0890e-01,15.16
1.0892e-01,15.08
1.0894e-01,14.84
1.0896e-01,14.84
1.0898e-01,14.84
1.0900e-01,15
1.0902e-01,15
1.0904e-01,14.92
1.0906e-01,14.84
1.0908e-01,14.92
1.0910e-01,15
1.0912e-01,15.08
1.0914e-01,14.84
1.0916e-01,14.68
1.0918e-01,15
1.0920e-01,15.24
1.0922e-01,15.08
1.0924e-01,14.76
1.0926e-01,14.84
1.0928e-01,15
1.0930e-01,15.16
1.0932e-01,15.08
1.0934e-01,14.84
1.0936e-01,14.76
1.0938e-01,14.92
1.0940e-01,15.08
1.0942e-01,15.16
1.0944e-01,14.92
1.0946e-01,14.76
1.0948e-01,14.84
1.0950e-01,15.08
1.0952e-01,15.08
1.0954e-01,14.84
1.0956e-01,14.76
1.0958e-01,14.92
1.0960e-01,15.08
1.0962e-01,15.16
1.0964e-01,14.76
1.0966e-01,14.84
1.0968e-01,14.84
1.0970e-01,15.16
1.0972e-01,15.08
1.0974e-01,14.84
1.0976e-01,14.84
1.0978e-01,15
1.0980e-01,15.16
1.0982e-01,15.16
1.0984e-01,14.92
1.0986e-01,14.84
1.0988e-01,15
1.0990e-01,15.24
1.0992e-01,15.16
1.0994e-01,15
1.0996e-01,14.84
1.0998e-01,15
1.1000e-01,15.24
1.1002e-01,15.08
1.1004e-01,14.92
1.1006e-01,14.76
1.1008e-01,14.92
1.1010e-01,15.24
1.1012e-01,15.08
1.1014e-01,14.92
1.1016e-01,14.84
1.1018e-01,14.92
1.1020e-01,15.08
1.1022e-01,15.08
1.1024e-01,14.92
1.1026e-01,14.84
1.1028e-01,14.84
1.1030e-01,15.24
1.1032e-01,15.08
1.1034e-01,14.92
1.1036e-01,14.84
1.1038e-01,14.92
1.1040e-01,15.16
1.1042e-01,15.08
1.1044e-01,14.92
1.1046e-01,14.92
1.1048e-01,15
1.1050e-01,15.24
1.1052e-01,15.08
1.1054e-01,14.76
1.1056e-01,14.84
1.1058e-01,14.92
1.1060e-01,15.08
1.1062e-01,15.16
1.1064e-01,14.84
1.1066e-01,14.84
1.1068e-01,15
1.1070e-01,15.16
1.1072e-01,15.16
1.1074e-01,14.92
1.1076e-01,14.76
1.1078e-01,15
1.1080e-01,15.16
1.1082e-01,15
1.1084e-01,14.92
1.1086e-01,14.84
1.1088e-01,15
1.1090e-01,15.32
1.1092e-01,15.32
1.1094e-01,14.92
1.1096e-01,14.84
1.1098e-01,14.84
1.1100e-01,15.24
1.1102e-01,15.08
1.1104e-01,14.92
1.1106e-01,14.84
1.1108e-01,15
1.1110e-01,15.24
1.1112e-01,15.16
1.1114e-01,15
1.1116e-01,14.76
1.1118e-01,15
1.1120e-01,15.16
1.1122e-01,15.16
1.1124e-01,15
1.1126e-01,14.84
1.1128e-01,15
1.1130e-01,15.24
1.1132e-01,15.16
1.1134e-01,15
1.1136e-01,14.84
1.1138e-01,15.08
1.1140e-01,15.24
1.1142e-01,15.24
1.1144e-01,14.92
1.1146e-01,14.92
1.1148e-01,15.08
1.1150e-01,15.24
1.1152e-01,15.16
1.1154e-01,14.92
1.1156e-01,14.84
1.1158e-01,15
1.1160e-01,15.24
1.1162e-01,15.16
1.1164e-01,14.76
1.1166e-01,14.68
1.1168e-01,15
1.1170e-01,15.24
1.1172e-01,15
1.1174e-01,14.92
1.1176e-01,14.84
1.1178e-01,14.92
1.1180e-01,15.08
1.1182e-01,15.08
1.1184e-01,14.92
1.1186e-01,14.84
1.1188e-01,14.92
1.1190e-01,15.16
1.1192e-01,15.08
1.1194e-01,14.84
1.1196e-01,14.84
1.1198e-01,15
1.1200e-01,15.24
1.1202e-01,15.16
1.1204e-01,14.84
1.1206e-01,14.84
1.1208e-01,15
1.1210e-01,15.16
1.1212e-01,15.16
1.1214e-01,14.76
1.1216e-01,14.76
1.1218e-01,14.92
1.1220e-01,15.08
1.1222e-01,15.16
1.1224e-01,14.84
1.1226e-01,14.84
1.1228e-01,14.92
1.1230e-01,15.24
1.1232e-01,15.24
1.1234e-01,14.92
1.1236e-01,14.84
1.1238e-01,14.84
1.1240e-01,15.24
1.1242e-01,15.16
1.1244e-01,14.84
1.1246e-01,14.84
1.1248e-01,14.92
1.1250e-01,15.16
1.1252e-01,15.24
1.1254e-01,14.76
1.1256e-01,14.76
1.1258e-01,14.92
1.1260e-01,15.08
1.1262e-01,15
1.1264e-01,14.92
1.1266e-01,14.76
1.1268e-01,14.92
1.1270e-01,15.08
1.1272e-01,15.16
1.1274e-01,14.76
1.1276e-01,14.76
1.1278e-01,14.84
1.1280e-01,15.16
1.1282e-01,15.16
1.1284e-01,14.92
1.1286e-01,14.76
1.1288e-01,14.92
1.1290e-01,15.16
1.1292e-01,15.16
1.1294e-01,14.84
1.1296e-01,14.84
1.1298e-01,14.92
1.1300e-01,15.16
1.1302e-01,15.08
1.1304e-01,14.76
1.1306e-01,14.76
1.1308e-01,14.92
1.1310e-01,15.08
1.1312e-01,15.24
1.1314e-01,14.84
1.1316e-01,14.84
1.1318e-01,14.84
1.1320e-01,15.24
1.1322e-01,15.16
1.1324e-01,15
1.1326e-01,14.84
1.1328e-01,15
1.1330e-01,15.32
1.1332e-01,15.08
1.1334e-01,14.92
1.1336e-01,14.84
1.1338e-01,15
1.1340e-01,15.16
1.1342e-01,15
1.1344e-01,14.76
1.1346e-01,14.84
1.1348e-01,15
1.1350e-01,15.16
1.1352e-01,15.08
1.1354e-01,14.92
1.1356e-01,14.76
1.1358e-01,14.92
1.1360e-01,15.16
1.1362e-01,15.08
1.1364e-01,15
1.1366e-01,14.84
1.1368e-01,15
1.1370e-01,15.24
1.1372e-01,15.16
1.1374e-01,14.92
1.1376e-01,14.84
1.1378e-01,15
1.1380e-01,15.24
1.1382e-01,15.16
1.1384e-01,14.92
1.1386e-01,14.84
1.1388e-01,14.92
1.1390e-01,15.16
1.1392e-01,15.16
1.1394e-01,14.84
1.1396e-01,14.84
1.1398e-01,15
1.1400e-01,15.24
1.1402e-01,15.16
1.1404e-01,14.92
1.1406e-01,14.68
1.1408e-01,15
1.1410e-01,15.16
1.1412e-01,15.08
1.1414e-01,14.84
1.1416e-01,14.76
1.1418e-01,14.84
1.1420e-01,15.24
1.1422e-01,15.08
1.1424e-01,14.92
1.1426e-01,14.84
1.1428e-01,14.84
1.1430e-01,15.08
1.1432e-01,15.16
1.1434e-01,14.92
1.1436e-01,14.84
1.1438e-01,15
1.1440e-01,15.24
1.1442e-01,15.08
1.1444e-01,14.84
1.1446e-01,15
1.1448e-01,15
1.1450e-01,15.24
1.1452e-01,15.16
1.1454e-01,14.84
1.1456e-01,14.84
1.1458e-01,14.84
1.1460e-01,15.32
1.1462e-01,15.08
1.1464e-01,14.84
1.1466e-01,14.76
1.1468e-01,15.08
1.1470e-01,15.24
1.1472e-01,15.24
1.1474e-01,15
1.1476e-01,14.92
1.1478e-01,15
1.1480e-01,15.16
1.1482e-01,15.24
1.1484e-01,14.84
1.1486e-01,14.92
1.1488e-01,15.08
1.1490e-01,15.24
1.1492e-01,15.16
1.1494e-01,15
1.1496e-01,14.84
1.1498e-01,15
1.1500e-01,15.24
1.1502e-01,15.24
1.1504e-01,14.92
1.1506e-01,14.84
1.1508e-01,15.08
1.1510e-01,15.32
1.1512e-01,15
1.1514e-01,14.84
1.1516e-01,14.76
1.1518e-01,14.92
1.1520e-01,15.08
1.1522e-01,15.08
1.1524e-01,14.76
1.1526e-01,14.84
1.1528e-01,15
1.1530e-01,15.24
1.1532e-01,15
1.1534e-01,14.84
1.1536e-01,14.92
1.1538e-01,15
1.1540e-01,15.24
1.1542e-01,15.24
1.1544e-01,14.84
1.1546e-01,14.84
1.1548e-01,15.08
1.1550e-01,15.24
1.1552e-01,15.16
1.1554e-01,14.84
1.1556e-01,14.76
1.1558e-01,14.92
1.1560e-01,15.24
1.1562e-01,15
1.1564e-01,14.84
1.1566e-01,14.84
1.1568e-01,15
1.1570e-01,15.24
1.1572e-01,15
1.1574e-01,14.84
1.1576e-01,14.84
1.1578e-01,14.92
1.1580e-01,15.24
1.1582e-01,14.92
1.1584e-01,14.76
1.1586e-01,14.76
1.1588e-01,14.92
1.1590e-01,15.16
1.1592e-01,15
1.1594e-01,14.76
1.1596e-01,14.84
1.1598e-01,14.84
1.1600e-01,15.16
1.1602e-01,15.16
1.1604e-01,14.84
1.1606e-01,14.76
1.1608e-01,14.84
1.1610e-01,15.16
1.1612e-01,15.08
1.1614e-01,14.84
1.1616e-01,14.84
1.1618e-01,14.84
1.1620e-01,15.08
1.1622e-01,15.08
1.1624e-01,14.84
1.1626e-01,14.76
1.1628e-01,14.92
1.1630e-01,15.24
1.1632e-01,15
1.1634e-01,14.76
1.1636e-01,14.84
1.1638e-01,14.84
1.1640e-01,15.16
1.1642e-01,15.16
1.1644e-01,14.84
1.1646e-01,14.84
1.1648e-01,15
1.1650e-01,15.16
1.1652e-01,15.08
1.1654e-01,14.84
1.1656e-01,14.76
1.1658e-01,14.92
1.1660e-01,15.08
1.1662e-01,15
1.1664e-01,14.84
1.1666e-01,14.68
1.1668e-01,14.84
1.1670e-01,15.16
1.1672e-01,15
1.1674e-01,14.84
1.1676e-01,14.68
1.1678e-01,14.92
1.1680e-01,15.08
1.1682e-01,15
1.1684e-01,14.84
1.1686e-01,14.84
1.1688e-01,14.92
1.1690e-01,15.16
1.1692e-01,15.08
1.1694e-01,14.92
1.1696e-01,14.76
1.1698e-01,15
1.1700e-01,15.24
1.1702e-01,15.08
1.1704e-01,14.84
1.1706e-01,14.84
1.1708e-01,15.08
1.1710e-01,15.24
1.1712e-01,15.16
1.1714e-01,14.84
1.1716e-01,14.76
1.1718e-01,14.84
1.1720e-01,15.16
1.1722e-01,15.08
1.1724e-01,14.84
1.1726e-01,14.84
1.1728e-01,15
1.1730e-01,15.24
1.1732e-01,15.16
1.1734e-01,14.84
1.1736e-01,14.76
1.1738e-01,15
1.1740e-01,15.24
1.1742e-01,15.08
1.1744e-01,14.84
1.1746e-01,14.76
1.1748e-01,15
1.1750e-01,15.24
1.1752e-01,15.08
1.1754e-01,14.84
1.1756e-01,14.92
1.1758e-01,15
1.1760e-01,15.24
1.1762e-01,15.08
1.1764e-01,14.92
1.1766e-01,14.84
1.1768e-01,15.08
1.1770e-01,15.16
1.1772e-01,15.08
1.1774e-01,14.76
1.1776e-01,14.84
1.1778e-01,14.76
1.1780e-01,15.16
1.1782e-01,15.08
1.1784e-01,14.84
1.1786e-01,14.76
1.1788e-01,15.08
1.1790e-01,15.4
1.1792e-01,15.08
1.1794e-01,14.84
1.1796e-01,14.84
1.1798e-01,14.92
1.1800e-01,15
1.1802e-01,15.08
1.1804e-01,14.76
1.1806e-01,14.76
1.1808e-01,15
1.1810e-01,15.16
1.1812e-01,15.16
1.1814e-01,14.92
1.1816e-01,14.76
1.1818e-01,15
1.1820e-01,15.16
1.1822e-01,15
1.1824e-01,14.92
1.1826e-01,14.84
1.1828e-01,15
1.1830e-01,15.16
1.1832e-01,15.16
1.1834e-01,14.84
1.1836e-01,14.84
1.1838e-01,15
1.1840e-01,15.08
1.1842e-01,15.16
1.1844e-01,14.76
1.1846e-01,14.84
1.1848e-01,14.92
1.1850e-01,15.32
1.1852e-01,15.08
1.1854e-01,14.92
1.1856e-01,14.84
1.1858e-01,15.08
1.1860e-01,15.16
1.1862e-01,15.24
1.1864e-01,14.92
1.1866e-01,14.76
1.1868e-01,15
1.1870e-01,15.32
1.1872e-01,15.08
1.1874e-01,14.84
1.1876e-01,14.76
1.1878e-01,15
1.1880e-01,15.16
1.1882e-01,15.16
1.1884e-01,14.84
